,SD01,SD02_01,SD03_01,SD04,SD05_01,SD06,SD07,HI01,HI02,HI03,HI04,HI05,HI06,VR01,VR02,VR03,VR03_01,VR03_02,VR03_03,VR03_04,VR03_05,VR04_01,VR04_02,VR04_03,VR04_04,VR04_05,VR04_06,VR05_01,VR05_02,VR05_03,VR06,HM01,HM02_01,HM03,HM04_01,HM05,HM06,HM07_01,HM07_02,HM07_03,HM07_04,HM07_05,HM07_06,RG01,RG02,IS01_01,IS01_02,IS01_03,IS01_04,IS01_05,IS01_06,IS01_07,IS01_08,IS01_09,IS01_10,IS02_01,IS03_01,IO01,IO02,IO03,IO04,IO05,IO06,RW01_01,RW02_01,RW03_01,RW03_02,RW03_03,RW04_01,RW04_02,RW04_03,RW05_01,RW05_02,RW05_03,H101,H102_01,H102_02,H102_03,H102_04,H102_05,H102_06,H102_07,H103,H104_01,H104_02,H104_03,H105_01,H106_01,H201_01,H201_02,H202_01,H202_02,H202_03,CL01_01,CL01_02,CL01_03,CL01_04,CL01_05,CL01_06,CA01_01,CA01_02,CA01_03,CA01_04,CA01_05,CA01_06,CS01_01,CS01_02,CS01_03,CS01_04,CS01_05,CS01_06,US01_01,US01_02,US01_03,US01_04,unsicherheit_score,coping_score,risikowahrnehmung_score,handlungsbereitschaft_score,informationsverstaendnissubjektiv_score,quiz_score,M101_01,M101_02,M101_03,M101_04,M101_05,M101_06,M101_07,M101_08,M101_09,M101_10,M101_11,M101_12,M101_13,M101_14,M101_15,M101_16,M201_01,M201_02,M201_03,M201_04,M201_05,M201_06,M201_07,M201_08,M201_09,M201_10,M201_11,M201_12,M201_13,M201_14,M201_15,M201_16,M401_01,M401_02,M401_03,M401_04,M401_05,M401_06,M401_07,M401_08,M401_09,M401_10,M401_11,M401_12,M401_13,M401_14,M401_15,M401_16,M301_01,M301_02,M301_03,M301_04,M301_05,M301_06,M301_07,M301_08,M301_09,M301_10,M301_11,M301_12,M301_13,M301_14,M301_15,M301_16,Zielgruppe
121,Weiblich,1958,85435,Ausbildung,3,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,,ja,ja,ja,ja,ja,eher ja,eher ja,ja,ja,ja,sehr übersichtlich,---,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher gering,eher gering,eher gering,eher hoch,3,4,2,eher hoch,eher gering,eher gering,Nein,nein,nein,nein,eher ja,eher ja,eher nein,nein,Ja,,,,,,ja,ja,ja,ja,ja,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,Keine Angabe,Keine Angabe,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher nicht zu,stimme nicht zu,stimme eher zu,2.25,3.0555555555555554,2.3333333333333335,4.0,4.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,clicked,clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
122,Weiblich,1962,09112,Ausbildung,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,6 bis 10 Jahre,länger als 10 Jahre,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,mittelmäßig,mittelmäßig,mittelmäßig,eher ja,eher ja,eher ja,eher ja,nein,gut aufgebaut,interessiert mich eigentlich nicht,Option B,Option B,Option A,Option A,ich weiss es nicht,ich weiss es nicht,nein,eher gering,eher gering,eher gering,eher gering,3,4,3,eher hoch,eher hoch,eher hoch,Nein,nein,nein,eher ja,eher ja,eher ja,nein,ja,Nein,ja,eher nein,ja,,,ja,nein,ja,nein,nein,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme eher zu,1.5,2.0555555555555554,2.0,2.2,3.4,0.6666666666666666,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
123,Männlich,1973,01705,Ausbildung,2,Ja,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,länger als 10 Jahre,1. Etage,Ja,Edelgas,4,Nicht ausgewählt,ausgewählt,ausgewählt,ausgewählt,ausgewählt,eher ja,nein,ja,eher nein,eher ja,nein,eher hoch,eher hoch,eher gering,Ja,Nein,,Nein,,Nein,Nein,eher geringe Wirksamkeit,keine Wirksamkeit,eher hohe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,hohe Wirksamkeit,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,eher ja,ja,eher ja,eher ja,ja,eher ja,ja,eher ja,"verschiedene Gliederungen zur Selbsthilfe
ausführliche Beschreibung der Vorkommen und Ursachen
mögliche Risiken
Ansprechpartner ","ich fand es etwas zu ausführlich dargestellt, hätte kürze Fassung vorgezogen",Option B,Option B,Option A,Option B,Option B,Option B,eher ja,eher hoch,eher gering,eher gering,gering,4,4,3,eher hoch,hoch,hoch,Ja,,,,,,,,Ja,,,,,,ja,ja,ja,ja,ja,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher zu,stimme zu,Keine Angabe,stimme eher zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme eher nicht zu,stimme nicht zu,stimme nicht zu,1.25,3.3333333333333335,1.6666666666666667,4.0,4.5,0.8333333333333334,clicked,clicked,clicked,clicked,clicked,clicked,clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
124,Männlich,1988,01097,Ausbildung,4,Ja,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,6 bis 10 Jahre,0 bis 5 Jahres,2. Etage oder höher,Ja,Edelgas,3,ausgewählt,ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ja,nein,eher ja,eher ja,eher ja,nein,eher gering,eher gering,eher gering,Ja,Nein,,Nein,,Nein,Nein,eher hohe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,hohe Wirksamkeit,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,ja,eher ja,eher ja,eher ja,eher ja,mittelmäßig,eher ja,eher ja,eher ja,"gute Detailgenauigkeit, gute Gliederung",teilweise zu detailiert für Themen-Einsteiger,Option B,Option B,Option A,Option A,Option B,Option A,eher ja,eher hoch,eher gering,eher gering,gering,3,3,3,eher gering,eher gering,eher gering,Ja,,,,,,,,Ja,,,,,,eher ja,eher ja,eher ja,eher ja,eher ja,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme zu,3.75,2.8333333333333335,1.6666666666666667,3.0,4.0,0.8333333333333334,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
125,Weiblich,1966,09127,Ausbildung,1,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,0 bis 5 Jahres,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,eher ja,eher ja,ja,eher ja,ja,eher ja,ja,ja,ja,"Übersichtlichkeit, das Wichtigste wurde genannt, wie, wo, was, ...",die Statistik ist nicht aussagekräftig,Option B,Option B,Option B,Option A,Option B,Option B,eher ja,eher hoch,eher gering,gering,gering,4,3,4,eher hoch,hoch,hoch,Nein,nein,eher ja,eher nein,eher nein,eher ja,Keine Angabe,eher ja,Nein,eher nein,eher ja,ja,,,ja,ja,ja,ja,Keine Angabe,stimme nicht zu,stimme zu,stimme eher zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,stimme eher zu,stimme eher nicht zu,stimme nicht zu,stimme eher zu,2.25,3.0555555555555554,1.3333333333333333,3.2,4.6,0.8333333333333334,not_clicked,clicked,clicked,not_clicked,not_clicked,clicked,clicked,not_clicked,not_clicked,clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
126,Weiblich,1960,08258,Ausbildung,1,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,0 bis 5 Jahres,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,mittelmäßig,mittelmäßig,eher nein,mittelmäßig,ja,eher ja,eher ja,eher ja,mittelmäßig,,,Option B,Option B,Option A,Option A,Option B,Option B,eher nein,eher gering,eher gering,eher gering,eher gering,2,3,3,eher gering,eher gering,eher gering,Nein,nein,nein,eher ja,nein,ja,nein,ja,Nein,ja,ja,nein,,,ja,nein,ja,eher ja,eher ja,stimme eher zu,stimme eher zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,3.0,2.0,3.0,3.5,1.0,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
127,Weiblich,1965,08496,Ausbildung,4,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Nein,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,,ja,ja,ja,mittelmäßig,ja,eher ja,eher ja,eher ja,eher ja,eher ja,Übersichtlichkeit,mir hat alles gefallen,ich weiss es nicht,Option B,Option B,Option A,ich weiss es nicht,Option A,eher ja,hoch,eher gering,eher gering,eher hoch,2,3,3,eher hoch,eher hoch,eher hoch,Nein,nein,nein,Keine Angabe,eher ja,ja,eher ja,eher ja,Nein,eher nein,eher ja,eher ja,,,ja,eher ja,ja,eher ja,Keine Angabe,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,Keine Angabe,Keine Angabe,Keine Angabe,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,Keine Angabe,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,2.75,2.1666666666666665,2.3333333333333335,2.8,4.3,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Eigentum*innen
128,Männlich,1984,83646,Ausbildung,4,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,eher nein,eher nein,eher nein,mittelmäßig,ja,mittelmäßig,mittelmäßig,mittelmäßig,nein,Das Design,Viel gerede aber keine Beispiele und Studien etc,Option B,Option B,Option A,Option A,Option B,Option A,nein,gering,eher gering,gering,gering,3,3,3,gering,gering,gering,Nein,nein,nein,eher ja,eher ja,eher ja,nein,ja,Nein,eher nein,ja,nein,,,ja,nein,ja,nein,nein,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,3.111111111111111,1.3333333333333333,2.2,2.9,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
129,Männlich,1973,83700,Ausbildung,3,Ja,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,1. Etage,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,mittelmäßig,mittelmäßig,mittelmäßig,eher ja,mittelmäßig,mittelmäßig,mittelmäßig,eher nein,Nichts,Zu viel unnütze  Informationen ,Option B,Option B,Option A,Option A,Option B,Option A,eher nein,eher gering,eher gering,eher gering,eher gering,3,3,4,eher gering,eher hoch,eher hoch,Nein,eher nein,eher nein,eher ja,eher ja,eher ja,eher nein,eher ja,Nein,eher nein,eher ja,eher ja,,,eher ja,eher nein,eher ja,eher nein,eher nein,stimme eher nicht zu,stimme zu,stimme eher zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,3.0,2.6666666666666665,2.0,2.4,3.2,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
130,Männlich,1955,01129,Hochschulabschluß,1,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,eher ja,ja,eher ja,eher ja,eher ja,eher ja,eher ja,mittelmäßig,"Übersichtlichkeit, Farben",zu viele Wiederholungen,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher hoch,eher hoch,eher gering,eher gering,3,4,4,eher gering,eher gering,eher gering,Nein,nein,nein,eher nein,eher ja,eher ja,nein,nein,Ja,,,,,,eher ja,nein,ja,eher ja,eher ja,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,2.0,3.0,2.3333333333333335,2.8,4.0,1.0,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
131,Weiblich,1991,82216,Hochschulabschluß,1,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,0 bis 5 Jahres,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,eher ja,mittelmäßig,mittelmäßig,mittelmäßig,ja,mittelmäßig,mittelmäßig,mittelmäßig,eher nein,Nichts,Angstmachen,Option B,Option B,Option A,Option A,Option B,Option B,eher ja,gering,eher gering,eher gering,eher gering,-1,3,3,eher hoch,eher hoch,eher gering,Nein,nein,nein,eher nein,nein,ja,nein,ja,Nein,eher ja,eher ja,eher nein,,,eher nein,nein,Keine Angabe,Keine Angabe,Keine Angabe,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme zu,stimme eher nicht zu,Keine Angabe,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme eher nicht zu,stimme nicht zu,stimme eher nicht zu,1.5,2.2777777777777777,2.0,0.6,3.4,1.0,,,,,,,,,,,,,,,,,not_clicked,clicked,clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
132,Männlich,1994,82008,Schulabschluß,3,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,0 bis 5 Jahres,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,eher ja,ja,ja,eher ja,ja,eher ja,eher ja,eher ja,Sehr verständlich geschrieben.,nichts.,Option B,Option B,Option A,Option A,Option A,Option B,eher ja,eher hoch,eher gering,eher gering,eher gering,3,4,3,eher hoch,eher hoch,eher gering,Ja,,,,,,,,Ja,,,,,,eher ja,eher ja,ja,ja,eher ja,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,2.25,2.7222222222222223,2.0,3.4,4.5,0.8333333333333334,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
133,Weiblich,1955,09337,Hochschulabschluß,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,2. Etage oder höher,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,ja,ja,ja,ja,ja,eher ja,eher gering,eher gering,eher gering,Ja,Nein,,Nein,,Nein,Nein,eher hohe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,eher ja,eher ja,eher ja,nein,mittelmäßig,mittelmäßig,mittelmäßig,eher ja,Viele Neue informationen für mich,"Zu viel, ",Option B,ich weiss es nicht,Option A,Option B,Option B,Option A,eher nein,eher gering,gering,gering,gering,2,4,3,gering,gering,gering,Nein,nein,nein,nein,nein,nein,nein,nein,Nein,nein,ja,eher ja,,,eher ja,nein,eher ja,nein,nein,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,0.0,1.7777777777777777,1.0,1.8,3.4,0.5,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radon-Gebiet-Mieter*innen
134,Weiblich,1992,09111,Ausbildung,3,Ja,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,länger als 10 Jahre,1. Etage,Nein,,,,,,,,,,,,,,,,,Nein,,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,nein,nein,Keine Angabe,nein,Keine Angabe,nein,nein,nein,nein,nein,,,Option B,Option B,Option B,Option B,ich weiss es nicht,ich weiss es nicht,nein,eher hoch,eher gering,Keine Angabe,Keine Angabe,3,4,-1,eher gering,eher gering,eher gering,Nein,nein,nein,Keine Angabe,eher ja,eher ja,Keine Angabe,Keine Angabe,Nein,eher ja,Keine Angabe,ja,,,ja,ja,ja,ja,Keine Angabe,stimme eher zu,Keine Angabe,stimme nicht zu,stimme zu,stimme nicht zu,Keine Angabe,stimme eher nicht zu,stimme eher zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,0.0,1.1111111111111112,0.6666666666666666,3.2,0.8,0.3333333333333333,,,,,,,,,,,,,,,,,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
135,Weiblich,1978,01069,Hochschulabschluß,4,Ja,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,6 bis 10 Jahre,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,"Sachliche Erklärung des Themas Radon. Information über ein Thema, das mir vorher nicht bekannt war.",,Option B,Option B,Option A,Option A,Option B,Option B,ja,eher gering,eher hoch,eher gering,gering,4,4,3,eher hoch,eher hoch,eher gering,Nein,nein,nein,eher nein,ja,eher ja,nein,eher nein,Ja,,,,,,ja,nein,ja,eher ja,eher nein,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme nicht zu,stimme eher nicht zu,stimme nicht zu,stimme eher nicht zu,1.5,2.7777777777777777,2.0,2.8,5.0,1.0,,,,,,,,,,,,,,,,,not_clicked,clicked,clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angrenzend zu einem Radon-Gebieten-Mieter*innen
